name,moref,parent_host,mac_address,link_status,speed,duplex,driver,firmware,pci_address,notes
vmnic7,nic-host-1653-7,host-1653,00:50:56:23:63:96,Up,25000,Full,vmxnet3,1.5.7,0000:47:00.7,NIC 8 for host HQ-B-ESX-26-01
vmnic0,nic-host-1654-0,host-1654,00:50:56:9f:78:0d,Up,10000,Full,vmxnet3,1.8.8,0000:06:00.0,NIC 1 for host HQ-B-ESX-26-02
vmnic1,nic-host-1654-1,host-1654,00:50:56:3f:be:25,Up,10000,Full,vmxnet3,1.8.3,0000:25:00.1,NIC 2 for host HQ-B-ESX-26-02
vmnic2,nic-host-1654-2,host-1654,00:50:56:ee:6d:e8,Up,25000,Full,vmxnet3,1.1.9,0000:23:00.2,NIC 3 for host HQ-B-ESX-26-02
vmnic3,nic-host-1654-3,host-1654,00:50:56:a9:53:29,Up,10000,Full,vmxnet3,1.3.6,0000:44:00.3,NIC 4 for host HQ-B-ESX-26-02
vmnic4,nic-host-1654-4,host-1654,00:50:56:d6:03:b7,Up,10000,Full,vmxnet3,1.4.9,0000:32:00.4,NIC 5 for host HQ-B-ESX-26-02
vmnic5,nic-host-1654-5,host-1654,00:50:56:6c:21:71,Up,40000,Full,vmxnet3,1.1.9,0000:47:00.5,NIC 6 for host HQ-B-ESX-26-02
vmnic6,nic-host-1654-6,host-1654,00:50:56:bc:74:88,Up,10000,Full,vmxnet3,1.1.2,0000:31:00.6,NIC 7 for host HQ-B-ESX-26-02
vmnic7,nic-host-1654-7,host-1654,00:50:56:de:c2:bb,Up,25000,Full,vmxnet3,1.1.6,0000:15:00.7,NIC 8 for host HQ-B-ESX-26-02
vmnic0,nic-host-1655-0,host-1655,00:50:56:13:a1:3b,Up,25000,Full,vmxnet3,1.6.2,0000:88:00.0,NIC 1 for host HQ-B-ESX-26-03
vmnic1,nic-host-1655-1,host-1655,00:50:56:76:f8:f0,Up,25000,Full,vmxnet3,1.6.3,0000:30:00.1,NIC 2 for host HQ-B-ESX-26-03
vmnic2,nic-host-1655-2,host-1655,00:50:56:0c:e6:61,Up,10000,Full,vmxnet3,1.7.6,0000:28:00.2,NIC 3 for host HQ-B-ESX-26-03
vmnic3,nic-host-1655-3,host-1655,00:50:56:0f:ae:a9,Up,40000,Full,vmxnet3,1.5.3,0000:03:00.3,NIC 4 for host HQ-B-ESX-26-03
vmnic4,nic-host-1655-4,host-1655,00:50:56:1c:e9:42,Up,40000,Full,vmxnet3,1.2.8,0000:86:00.4,NIC 5 for host HQ-B-ESX-26-03
vmnic5,nic-host-1655-5,host-1655,00:50:56:a4:d7:3e,Up,10000,Full,vmxnet3,1.1.2,0000:13:00.5,NIC 6 for host HQ-B-ESX-26-03
vmnic6,nic-host-1655-6,host-1655,00:50:56:ae:a6:c3,Up,10000,Full,vmxnet3,1.6.7,0000:99:00.6,NIC 7 for host HQ-B-ESX-26-03
vmnic7,nic-host-1655-7,host-1655,00:50:56:73:34:e3,Up,25000,Full,vmxnet3,1.2.3,0000:21:00.7,NIC 8 for host HQ-B-ESX-26-03
vmnic0,nic-host-1656-0,host-1656,00:50:56:69:9c:ed,Up,25000,Full,vmxnet3,1.3.9,0000:61:00.0,NIC 1 for host HQ-B-ESX-26-04
vmnic1,nic-host-1656-1,host-1656,00:50:56:b8:ea:d5,Up,25000,Full,vmxnet3,1.7.6,0000:24:00.1,NIC 2 for host HQ-B-ESX-26-04
vmnic2,nic-host-1656-2,host-1656,00:50:56:74:ce:87,Up,40000,Full,vmxnet3,1.6.3,0000:53:00.2,NIC 3 for host HQ-B-ESX-26-04
vmnic3,nic-host-1656-3,host-1656,00:50:56:b9:4e:c5,Up,40000,Full,vmxnet3,1.4.5,0000:06:00.3,NIC 4 for host HQ-B-ESX-26-04
vmnic4,nic-host-1656-4,host-1656,00:50:56:33:d6:d0,Up,40000,Full,vmxnet3,1.6.9,0000:77:00.4,NIC 5 for host HQ-B-ESX-26-04
vmnic5,nic-host-1656-5,host-1656,00:50:56:ed:f6:66,Up,40000,Full,vmxnet3,1.6.7,0000:86:00.5,NIC 6 for host HQ-B-ESX-26-04
vmnic6,nic-host-1656-6,host-1656,00:50:56:93:5d:37,Up,40000,Full,vmxnet3,1.3.4,0000:17:00.6,NIC 7 for host HQ-B-ESX-26-04
vmnic7,nic-host-1656-7,host-1656,00:50:56:96:7f:ee,Up,40000,Full,vmxnet3,1.2.7,0000:88:00.7,NIC 8 for host HQ-B-ESX-26-04
vmnic0,nic-host-1657-0,host-1657,00:50:56:74:55:a3,Up,25000,Full,vmxnet3,1.4.9,0000:26:00.0,NIC 1 for host HQ-B-ESX-26-05
vmnic1,nic-host-1657-1,host-1657,00:50:56:46:93:1f,Up,10000,Full,vmxnet3,1.2.0,0000:61:00.1,NIC 2 for host HQ-B-ESX-26-05
vmnic2,nic-host-1657-2,host-1657,00:50:56:2d:0d:14,Up,40000,Full,vmxnet3,1.2.8,0000:18:00.2,NIC 3 for host HQ-B-ESX-26-05
vmnic3,nic-host-1657-3,host-1657,00:50:56:6c:c0:48,Up,40000,Full,vmxnet3,1.6.8,0000:37:00.3,NIC 4 for host HQ-B-ESX-26-05
vmnic4,nic-host-1657-4,host-1657,00:50:56:0e:85:d9,Up,40000,Full,vmxnet3,1.9.2,0000:74:00.4,NIC 5 for host HQ-B-ESX-26-05
vmnic5,nic-host-1657-5,host-1657,00:50:56:b0:cc:f7,Up,10000,Full,vmxnet3,1.3.9,0000:04:00.5,NIC 6 for host HQ-B-ESX-26-05
vmnic6,nic-host-1657-6,host-1657,00:50:56:41:6e:85,Up,10000,Full,vmxnet3,1.3.1,0000:08:00.6,NIC 7 for host HQ-B-ESX-26-05
vmnic7,nic-host-1657-7,host-1657,00:50:56:f0:f1:11,Up,25000,Full,vmxnet3,1.3.6,0000:83:00.7,NIC 8 for host HQ-B-ESX-26-05
vmnic0,nic-host-1658-0,host-1658,00:50:56:31:70:f4,Up,40000,Full,vmxnet3,1.3.4,0000:92:00.0,NIC 1 for host HQ-B-ESX-26-06
vmnic1,nic-host-1658-1,host-1658,00:50:56:98:14:3f,Up,25000,Full,vmxnet3,1.3.3,0000:95:00.1,NIC 2 for host HQ-B-ESX-26-06
vmnic2,nic-host-1658-2,host-1658,00:50:56:ed:2c:50,Up,40000,Full,vmxnet3,1.4.2,0000:85:00.2,NIC 3 for host HQ-B-ESX-26-06
vmnic3,nic-host-1658-3,host-1658,00:50:56:bd:fe:4b,Up,40000,Full,vmxnet3,1.2.3,0000:03:00.3,NIC 4 for host HQ-B-ESX-26-06
vmnic4,nic-host-1658-4,host-1658,00:50:56:96:e6:e5,Up,40000,Full,vmxnet3,1.6.4,0000:95:00.4,NIC 5 for host HQ-B-ESX-26-06
vmnic5,nic-host-1658-5,host-1658,00:50:56:00:21:69,Up,10000,Full,vmxnet3,1.3.8,0000:63:00.5,NIC 6 for host HQ-B-ESX-26-06
vmnic6,nic-host-1658-6,host-1658,00:50:56:3a:ab:c2,Up,40000,Full,vmxnet3,1.2.4,0000:95:00.6,NIC 7 for host HQ-B-ESX-26-06
vmnic7,nic-host-1658-7,host-1658,00:50:56:12:00:0b,Up,40000,Full,vmxnet3,1.5.2,0000:71:00.7,NIC 8 for host HQ-B-ESX-26-06
vmnic0,nic-host-1659-0,host-1659,00:50:56:22:ca:2e,Up,40000,Full,vmxnet3,1.4.2,0000:55:00.0,NIC 1 for host HQ-B-ESX-26-07
vmnic1,nic-host-1659-1,host-1659,00:50:56:5a:20:1d,Up,25000,Full,vmxnet3,1.7.7,0000:76:00.1,NIC 2 for host HQ-B-ESX-26-07
vmnic2,nic-host-1659-2,host-1659,00:50:56:f6:2d:c5,Up,40000,Full,vmxnet3,1.7.8,0000:33:00.2,NIC 3 for host HQ-B-ESX-26-07
vmnic3,nic-host-1659-3,host-1659,00:50:56:c8:9c:c2,Up,10000,Full,vmxnet3,1.4.1,0000:62:00.3,NIC 4 for host HQ-B-ESX-26-07
vmnic4,nic-host-1659-4,host-1659,00:50:56:98:e4:11,Up,25000,Full,vmxnet3,1.5.7,0000:19:00.4,NIC 5 for host HQ-B-ESX-26-07
vmnic5,nic-host-1659-5,host-1659,00:50:56:f9:62:ae,Up,10000,Full,vmxnet3,1.7.6,0000:33:00.5,NIC 6 for host HQ-B-ESX-26-07
vmnic6,nic-host-1659-6,host-1659,00:50:56:37:06:0a,Down,10000,Full,vmxnet3,1.6.5,0000:36:00.6,NIC 7 for host HQ-B-ESX-26-07
vmnic7,nic-host-1659-7,host-1659,00:50:56:0c:05:8e,Up,10000,Full,vmxnet3,1.6.6,0000:12:00.7,NIC 8 for host HQ-B-ESX-26-07
vmnic0,nic-host-1660-0,host-1660,00:50:56:83:e9:35,Up,10000,Full,vmxnet3,1.3.0,0000:37:00.0,NIC 1 for host HQ-B-ESX-26-08
vmnic1,nic-host-1660-1,host-1660,00:50:56:40:00:9b,Up,40000,Full,vmxnet3,1.4.8,0000:81:00.1,NIC 2 for host HQ-B-ESX-26-08
vmnic2,nic-host-1660-2,host-1660,00:50:56:1c:1c:f3,Up,10000,Full,vmxnet3,1.7.2,0000:97:00.2,NIC 3 for host HQ-B-ESX-26-08
vmnic3,nic-host-1660-3,host-1660,00:50:56:94:11:0b,Up,40000,Full,vmxnet3,1.5.4,0000:75:00.3,NIC 4 for host HQ-B-ESX-26-08
vmnic4,nic-host-1660-4,host-1660,00:50:56:60:39:6f,Up,25000,Full,vmxnet3,1.8.2,0000:81:00.4,NIC 5 for host HQ-B-ESX-26-08
vmnic5,nic-host-1660-5,host-1660,00:50:56:ea:65:93,Up,40000,Full,vmxnet3,1.1.0,0000:96:00.5,NIC 6 for host HQ-B-ESX-26-08
vmnic6,nic-host-1660-6,host-1660,00:50:56:e6:52:76,Up,40000,Full,vmxnet3,1.5.8,0000:92:00.6,NIC 7 for host HQ-B-ESX-26-08
vmnic7,nic-host-1660-7,host-1660,00:50:56:8f:f5:94,Up,10000,Full,vmxnet3,1.5.4,0000:55:00.7,NIC 8 for host HQ-B-ESX-26-08
vmnic0,nic-host-1661-0,host-1661,00:50:56:e7:00:da,Up,25000,Full,vmxnet3,1.8.7,0000:45:00.0,NIC 1 for host HQ-B-ESX-27-01
vmnic1,nic-host-1661-1,host-1661,00:50:56:6b:93:09,Up,10000,Full,vmxnet3,1.5.6,0000:41:00.1,NIC 2 for host HQ-B-ESX-27-01
vmnic2,nic-host-1661-2,host-1661,00:50:56:2b:67:f6,Up,25000,Full,vmxnet3,1.6.0,0000:03:00.2,NIC 3 for host HQ-B-ESX-27-01
vmnic3,nic-host-1661-3,host-1661,00:50:56:5e:8f:a1,Up,25000,Full,vmxnet3,1.5.9,0000:73:00.3,NIC 4 for host HQ-B-ESX-27-01
vmnic4,nic-host-1661-4,host-1661,00:50:56:32:2a:52,Up,25000,Full,vmxnet3,1.8.4,0000:10:00.4,NIC 5 for host HQ-B-ESX-27-01
vmnic5,nic-host-1661-5,host-1661,00:50:56:69:d9:8a,Up,40000,Full,vmxnet3,1.8.3,0000:71:00.5,NIC 6 for host HQ-B-ESX-27-01
vmnic6,nic-host-1661-6,host-1661,00:50:56:1e:24:bd,Up,10000,Full,vmxnet3,1.1.4,0000:30:00.6,NIC 7 for host HQ-B-ESX-27-01
vmnic7,nic-host-1661-7,host-1661,00:50:56:34:f9:b6,Up,25000,Full,vmxnet3,1.6.2,0000:41:00.7,NIC 8 for host HQ-B-ESX-27-01
vmnic0,nic-host-1662-0,host-1662,00:50:56:3b:48:f5,Up,10000,Full,vmxnet3,1.2.4,0000:07:00.0,NIC 1 for host HQ-B-ESX-27-02
vmnic1,nic-host-1662-1,host-1662,00:50:56:62:02:d2,Down,25000,Full,vmxnet3,1.1.8,0000:12:00.1,NIC 2 for host HQ-B-ESX-27-02
vmnic2,nic-host-1662-2,host-1662,00:50:56:e5:ef:a2,Up,10000,Full,vmxnet3,1.5.1,0000:54:00.2,NIC 3 for host HQ-B-ESX-27-02
vmnic3,nic-host-1662-3,host-1662,00:50:56:8a:f6:96,Up,40000,Full,vmxnet3,1.7.7,0000:84:00.3,NIC 4 for host HQ-B-ESX-27-02
vmnic4,nic-host-1662-4,host-1662,00:50:56:80:cd:9c,Up,25000,Full,vmxnet3,1.5.8,0000:28:00.4,NIC 5 for host HQ-B-ESX-27-02
vmnic5,nic-host-1662-5,host-1662,00:50:56:cc:37:14,Up,40000,Full,vmxnet3,1.6.1,0000:70:00.5,NIC 6 for host HQ-B-ESX-27-02
vmnic6,nic-host-1662-6,host-1662,00:50:56:08:d5:bb,Up,40000,Full,vmxnet3,1.2.4,0000:46:00.6,NIC 7 for host HQ-B-ESX-27-02
vmnic7,nic-host-1662-7,host-1662,00:50:56:dd:31:c6,Up,25000,Full,vmxnet3,1.3.0,0000:39:00.7,NIC 8 for host HQ-B-ESX-27-02
vmnic0,nic-host-1663-0,host-1663,00:50:56:55:06:72,Up,25000,Full,vmxnet3,1.7.8,0000:53:00.0,NIC 1 for host HQ-B-ESX-27-03
vmnic1,nic-host-1663-1,host-1663,00:50:56:10:5d:9c,Up,40000,Full,vmxnet3,1.9.2,0000:79:00.1,NIC 2 for host HQ-B-ESX-27-03
vmnic2,nic-host-1663-2,host-1663,00:50:56:ee:cc:eb,Up,25000,Full,vmxnet3,1.8.0,0000:71:00.2,NIC 3 for host HQ-B-ESX-27-03
vmnic3,nic-host-1663-3,host-1663,00:50:56:f7:c5:81,Up,10000,Full,vmxnet3,1.9.7,0000:13:00.3,NIC 4 for host HQ-B-ESX-27-03
vmnic4,nic-host-1663-4,host-1663,00:50:56:8b:ea:72,Up,10000,Full,vmxnet3,1.3.7,0000:01:00.4,NIC 5 for host HQ-B-ESX-27-03
vmnic5,nic-host-1663-5,host-1663,00:50:56:cf:91:7a,Up,25000,Full,vmxnet3,1.9.4,0000:36:00.5,NIC 6 for host HQ-B-ESX-27-03
vmnic6,nic-host-1663-6,host-1663,00:50:56:a8:de:f6,Up,40000,Full,vmxnet3,1.3.8,0000:40:00.6,NIC 7 for host HQ-B-ESX-27-03
vmnic7,nic-host-1663-7,host-1663,00:50:56:e0:23:a3,Up,25000,Full,vmxnet3,1.5.3,0000:41:00.7,NIC 8 for host HQ-B-ESX-27-03
vmnic0,nic-host-1664-0,host-1664,00:50:56:7b:ea:5e,Up,25000,Full,vmxnet3,1.1.6,0000:51:00.0,NIC 1 for host HQ-B-ESX-27-04
vmnic1,nic-host-1664-1,host-1664,00:50:56:c4:5f:35,Up,25000,Full,vmxnet3,1.9.7,0000:10:00.1,NIC 2 for host HQ-B-ESX-27-04
vmnic2,nic-host-1664-2,host-1664,00:50:56:d5:03:09,Up,25000,Full,vmxnet3,1.2.9,0000:52:00.2,NIC 3 for host HQ-B-ESX-27-04
vmnic3,nic-host-1664-3,host-1664,00:50:56:24:b7:92,Up,10000,Full,vmxnet3,1.9.3,0000:60:00.3,NIC 4 for host HQ-B-ESX-27-04
vmnic4,nic-host-1664-4,host-1664,00:50:56:65:11:6a,Up,25000,Full,vmxnet3,1.1.5,0000:80:00.4,NIC 5 for host HQ-B-ESX-27-04
vmnic5,nic-host-1664-5,host-1664,00:50:56:8a:d8:92,Up,10000,Full,vmxnet3,1.8.2,0000:75:00.5,NIC 6 for host HQ-B-ESX-27-04
vmnic6,nic-host-1664-6,host-1664,00:50:56:8c:f5:b7,Up,25000,Full,vmxnet3,1.4.8,0000:45:00.6,NIC 7 for host HQ-B-ESX-27-04
vmnic7,nic-host-1664-7,host-1664,00:50:56:46:e1:4d,Up,40000,Full,vmxnet3,1.1.9,0000:36:00.7,NIC 8 for host HQ-B-ESX-27-04
vmnic0,nic-host-1665-0,host-1665,00:50:56:25:7e:a9,Up,40000,Full,vmxnet3,1.6.0,0000:23:00.0,NIC 1 for host HQ-B-ESX-27-05
vmnic1,nic-host-1665-1,host-1665,00:50:56:19:45:9c,Up,10000,Full,vmxnet3,1.6.0,0000:96:00.1,NIC 2 for host HQ-B-ESX-27-05
vmnic2,nic-host-1665-2,host-1665,00:50:56:9d:5e:95,Up,25000,Full,vmxnet3,1.9.8,0000:90:00.2,NIC 3 for host HQ-B-ESX-27-05
vmnic3,nic-host-1665-3,host-1665,00:50:56:55:17:08,Up,10000,Full,vmxnet3,1.2.8,0000:11:00.3,NIC 4 for host HQ-B-ESX-27-05
vmnic4,nic-host-1665-4,host-1665,00:50:56:89:2f:57,Up,40000,Full,vmxnet3,1.7.1,0000:92:00.4,NIC 5 for host HQ-B-ESX-27-05
vmnic5,nic-host-1665-5,host-1665,00:50:56:74:66:9b,Up,25000,Full,vmxnet3,1.2.6,0000:85:00.5,NIC 6 for host HQ-B-ESX-27-05
vmnic6,nic-host-1665-6,host-1665,00:50:56:19:83:9f,Up,40000,Full,vmxnet3,1.2.9,0000:32:00.6,NIC 7 for host HQ-B-ESX-27-05
vmnic7,nic-host-1665-7,host-1665,00:50:56:64:3c:d7,Up,40000,Full,vmxnet3,1.7.6,0000:59:00.7,NIC 8 for host HQ-B-ESX-27-05
vmnic0,nic-host-1666-0,host-1666,00:50:56:0c:fa:33,Up,40000,Full,vmxnet3,1.4.2,0000:90:00.0,NIC 1 for host HQ-B-ESX-27-06
vmnic1,nic-host-1666-1,host-1666,00:50:56:4c:c6:44,Up,40000,Full,vmxnet3,1.3.0,0000:62:00.1,NIC 2 for host HQ-B-ESX-27-06
vmnic2,nic-host-1666-2,host-1666,00:50:56:ff:03:f4,Up,10000,Full,vmxnet3,1.8.4,0000:19:00.2,NIC 3 for host HQ-B-ESX-27-06
vmnic3,nic-host-1666-3,host-1666,00:50:56:d2:74:1f,Up,10000,Full,vmxnet3,1.8.2,0000:09:00.3,NIC 4 for host HQ-B-ESX-27-06
vmnic4,nic-host-1666-4,host-1666,00:50:56:00:da:45,Up,40000,Full,vmxnet3,1.3.4,0000:93:00.4,NIC 5 for host HQ-B-ESX-27-06
vmnic5,nic-host-1666-5,host-1666,00:50:56:1f:95:4a,Up,10000,Full,vmxnet3,1.9.4,0000:60:00.5,NIC 6 for host HQ-B-ESX-27-06
vmnic6,nic-host-1666-6,host-1666,00:50:56:15:bd:25,Up,25000,Full,vmxnet3,1.2.4,0000:66:00.6,NIC 7 for host HQ-B-ESX-27-06
vmnic7,nic-host-1666-7,host-1666,00:50:56:9a:ac:7e,Up,40000,Full,vmxnet3,1.5.5,0000:02:00.7,NIC 8 for host HQ-B-ESX-27-06
vmnic0,nic-host-1667-0,host-1667,00:50:56:56:d8:39,Up,10000,Full,vmxnet3,1.7.4,0000:18:00.0,NIC 1 for host HQ-B-ESX-27-07
vmnic1,nic-host-1667-1,host-1667,00:50:56:cf:9a:14,Up,10000,Full,vmxnet3,1.5.9,0000:70:00.1,NIC 2 for host HQ-B-ESX-27-07
vmnic2,nic-host-1667-2,host-1667,00:50:56:d8:73:2f,Up,25000,Full,vmxnet3,1.6.0,0000:46:00.2,NIC 3 for host HQ-B-ESX-27-07
vmnic3,nic-host-1667-3,host-1667,00:50:56:ee:d1:20,Up,25000,Full,vmxnet3,1.6.0,0000:23:00.3,NIC 4 for host HQ-B-ESX-27-07
vmnic4,nic-host-1667-4,host-1667,00:50:56:bc:c5:63,Up,40000,Full,vmxnet3,1.8.7,0000:15:00.4,NIC 5 for host HQ-B-ESX-27-07
vmnic5,nic-host-1667-5,host-1667,00:50:56:1b:06:af,Up,10000,Full,vmxnet3,1.7.4,0000:30:00.5,NIC 6 for host HQ-B-ESX-27-07
vmnic6,nic-host-1667-6,host-1667,00:50:56:39:cf:a2,Up,25000,Full,vmxnet3,1.5.2,0000:27:00.6,NIC 7 for host HQ-B-ESX-27-07
vmnic7,nic-host-1667-7,host-1667,00:50:56:5a:b0:22,Up,25000,Full,vmxnet3,1.5.3,0000:87:00.7,NIC 8 for host HQ-B-ESX-27-07
vmnic0,nic-host-1668-0,host-1668,00:50:56:62:aa:66,Up,10000,Full,vmxnet3,1.3.6,0000:48:00.0,NIC 1 for host HQ-B-ESX-27-08
vmnic1,nic-host-1668-1,host-1668,00:50:56:54:75:f0,Up,25000,Full,vmxnet3,1.6.4,0000:61:00.1,NIC 2 for host HQ-B-ESX-27-08
vmnic2,nic-host-1668-2,host-1668,00:50:56:ec:a7:9e,Up,10000,Full,vmxnet3,1.9.1,0000:24:00.2,NIC 3 for host HQ-B-ESX-27-08
vmnic3,nic-host-1668-3,host-1668,00:50:56:c1:30:88,Up,10000,Full,vmxnet3,1.3.6,0000:70:00.3,NIC 4 for host HQ-B-ESX-27-08
vmnic4,nic-host-1668-4,host-1668,00:50:56:d3:fd:cd,Up,40000,Full,vmxnet3,1.2.8,0000:17:00.4,NIC 5 for host HQ-B-ESX-27-08
vmnic5,nic-host-1668-5,host-1668,00:50:56:1f:c1:b0,Up,25000,Full,vmxnet3,1.6.5,0000:66:00.5,NIC 6 for host HQ-B-ESX-27-08
vmnic6,nic-host-1668-6,host-1668,00:50:56:a8:1c:25,Up,10000,Full,vmxnet3,1.3.7,0000:26:00.6,NIC 7 for host HQ-B-ESX-27-08
vmnic7,nic-host-1668-7,host-1668,00:50:56:19:e8:79,Up,40000,Full,vmxnet3,1.8.7,0000:64:00.7,NIC 8 for host HQ-B-ESX-27-08
vmnic0,nic-host-1669-0,host-1669,00:50:56:2a:19:e8,Up,10000,Full,vmxnet3,1.8.1,0000:82:00.0,NIC 1 for host HQ-B-ESX-27-09
vmnic1,nic-host-1669-1,host-1669,00:50:56:94:e0:ab,Up,10000,Full,vmxnet3,1.8.9,0000:38:00.1,NIC 2 for host HQ-B-ESX-27-09
vmnic2,nic-host-1669-2,host-1669,00:50:56:95:ea:fe,Up,40000,Full,vmxnet3,1.2.3,0000:74:00.2,NIC 3 for host HQ-B-ESX-27-09
vmnic3,nic-host-1669-3,host-1669,00:50:56:ee:fd:2c,Up,40000,Full,vmxnet3,1.5.5,0000:62:00.3,NIC 4 for host HQ-B-ESX-27-09
vmnic4,nic-host-1669-4,host-1669,00:50:56:3c:67:3b,Up,40000,Full,vmxnet3,1.4.2,0000:99:00.4,NIC 5 for host HQ-B-ESX-27-09
vmnic5,nic-host-1669-5,host-1669,00:50:56:ae:a2:00,Up,10000,Full,vmxnet3,1.8.9,0000:83:00.5,NIC 6 for host HQ-B-ESX-27-09
vmnic6,nic-host-1669-6,host-1669,00:50:56:ca:ba:a1,Up,10000,Full,vmxnet3,1.4.5,0000:84:00.6,NIC 7 for host HQ-B-ESX-27-09
vmnic7,nic-host-1669-7,host-1669,00:50:56:47:c7:b6,Up,10000,Full,vmxnet3,1.4.2,0000:60:00.7,NIC 8 for host HQ-B-ESX-27-09
vmnic0,nic-host-1670-0,host-1670,00:50:56:ab:58:b9,Up,40000,Full,vmxnet3,1.3.6,0000:30:00.0,NIC 1 for host HQ-B-ESX-28-01
vmnic1,nic-host-1670-1,host-1670,00:50:56:43:4c:a1,Up,10000,Full,vmxnet3,1.7.9,0000:30:00.1,NIC 2 for host HQ-B-ESX-28-01
vmnic2,nic-host-1670-2,host-1670,00:50:56:67:b1:a2,Up,10000,Full,vmxnet3,1.9.5,0000:75:00.2,NIC 3 for host HQ-B-ESX-28-01
vmnic3,nic-host-1670-3,host-1670,00:50:56:92:c5:7f,Up,25000,Full,vmxnet3,1.8.6,0000:40:00.3,NIC 4 for host HQ-B-ESX-28-01
vmnic4,nic-host-1670-4,host-1670,00:50:56:95:30:3a,Up,10000,Full,vmxnet3,1.3.1,0000:87:00.4,NIC 5 for host HQ-B-ESX-28-01
vmnic5,nic-host-1670-5,host-1670,00:50:56:9c:f8:88,Up,40000,Full,vmxnet3,1.8.9,0000:46:00.5,NIC 6 for host HQ-B-ESX-28-01
vmnic6,nic-host-1670-6,host-1670,00:50:56:3f:d5:43,Up,10000,Full,vmxnet3,1.5.2,0000:14:00.6,NIC 7 for host HQ-B-ESX-28-01
vmnic7,nic-host-1670-7,host-1670,00:50:56:69:42:f6,Up,40000,Full,vmxnet3,1.7.4,0000:41:00.7,NIC 8 for host HQ-B-ESX-28-01
vmnic0,nic-host-1671-0,host-1671,00:50:56:6f:c2:8b,Up,40000,Full,vmxnet3,1.7.7,0000:56:00.0,NIC 1 for host HQ-B-ESX-28-02
vmnic1,nic-host-1671-1,host-1671,00:50:56:cf:fe:a9,Up,10000,Full,vmxnet3,1.1.5,0000:25:00.1,NIC 2 for host HQ-B-ESX-28-02
vmnic2,nic-host-1671-2,host-1671,00:50:56:e7:4b:fd,Up,10000,Full,vmxnet3,1.6.5,0000:22:00.2,NIC 3 for host HQ-B-ESX-28-02
vmnic3,nic-host-1671-3,host-1671,00:50:56:37:41:3b,Up,40000,Full,vmxnet3,1.7.8,0000:56:00.3,NIC 4 for host HQ-B-ESX-28-02
vmnic4,nic-host-1671-4,host-1671,00:50:56:d4:d8:a7,Up,10000,Full,vmxnet3,1.5.7,0000:92:00.4,NIC 5 for host HQ-B-ESX-28-02
vmnic5,nic-host-1671-5,host-1671,00:50:56:62:f5:3c,Up,25000,Full,vmxnet3,1.3.1,0000:99:00.5,NIC 6 for host HQ-B-ESX-28-02
vmnic6,nic-host-1671-6,host-1671,00:50:56:b9:e3:4c,Up,10000,Full,vmxnet3,1.5.2,0000:83:00.6,NIC 7 for host HQ-B-ESX-28-02
vmnic7,nic-host-1671-7,host-1671,00:50:56:f1:be:a7,Up,10000,Full,vmxnet3,1.2.8,0000:05:00.7,NIC 8 for host HQ-B-ESX-28-02
vmnic0,nic-host-1672-0,host-1672,00:50:56:24:44:9a,Up,25000,Full,vmxnet3,1.9.1,0000:21:00.0,NIC 1 for host HQ-B-ESX-28-03
vmnic1,nic-host-1672-1,host-1672,00:50:56:b9:18:fc,Up,10000,Full,vmxnet3,1.2.7,0000:26:00.1,NIC 2 for host HQ-B-ESX-28-03
vmnic2,nic-host-1672-2,host-1672,00:50:56:17:20:0d,Up,40000,Full,vmxnet3,1.3.4,0000:43:00.2,NIC 3 for host HQ-B-ESX-28-03
vmnic3,nic-host-1672-3,host-1672,00:50:56:1e:d2:cf,Up,40000,Full,vmxnet3,1.4.3,0000:79:00.3,NIC 4 for host HQ-B-ESX-28-03
vmnic4,nic-host-1672-4,host-1672,00:50:56:94:3b:8b,Up,25000,Full,vmxnet3,1.2.6,0000:95:00.4,NIC 5 for host HQ-B-ESX-28-03
vmnic5,nic-host-1672-5,host-1672,00:50:56:1e:76:81,Up,40000,Full,vmxnet3,1.7.0,0000:07:00.5,NIC 6 for host HQ-B-ESX-28-03
vmnic6,nic-host-1672-6,host-1672,00:50:56:50:e8:14,Up,25000,Full,vmxnet3,1.9.4,0000:20:00.6,NIC 7 for host HQ-B-ESX-28-03
vmnic7,nic-host-1672-7,host-1672,00:50:56:de:3d:34,Up,40000,Full,vmxnet3,1.2.0,0000:12:00.7,NIC 8 for host HQ-B-ESX-28-03
vmnic0,nic-host-1673-0,host-1673,00:50:56:28:37:f9,Up,40000,Full,vmxnet3,1.2.9,0000:85:00.0,NIC 1 for host HQ-B-ESX-28-04
vmnic1,nic-host-1673-1,host-1673,00:50:56:d8:d3:c2,Up,10000,Full,vmxnet3,1.3.9,0000:77:00.1,NIC 2 for host HQ-B-ESX-28-04
vmnic2,nic-host-1673-2,host-1673,00:50:56:ad:fd:f0,Up,25000,Full,vmxnet3,1.7.8,0000:26:00.2,NIC 3 for host HQ-B-ESX-28-04
vmnic3,nic-host-1673-3,host-1673,00:50:56:54:2f:16,Up,10000,Full,vmxnet3,1.2.4,0000:34:00.3,NIC 4 for host HQ-B-ESX-28-04
vmnic4,nic-host-1673-4,host-1673,00:50:56:1f:56:79,Up,40000,Full,vmxnet3,1.1.9,0000:87:00.4,NIC 5 for host HQ-B-ESX-28-04
