vm_moref,guest_os_full,ip_addresses,hostname,uptime,tools_status,tools_version,guest_state,cpu_usage,memory_usage,notes
vm-4795,Ubuntu 20.04 LTS,10.20.27.17,hq-b-vm-db-4795,144.4593528477523,Running Current,12365,Running,60,86,DB workload
vm-4796,Windows Server 2019 Standard,10.20.236.215,hq-b-vm-svc-4796,70.82863782388024,Running Current,12365,Running,53,79,SVC workload
vm-4797,Ubuntu 20.04 LTS,10.20.16.214,hq-b-vm-inf-4797,92.44207152048003,Running Current,12365,Running,29,46,INF workload
vm-4798,Windows Server 2022 Standard,10.20.224.188,hq-b-vm-web-4798,221.36785381966789,Running Current,12365,Running,73,56,WEB workload
vm-4799,Windows Server 2022 Standard,10.20.184.9,hq-b-vm-web-4799,53.15309052524782,Running Current,12365,Running,60,41,WEB workload
vm-4800,Windows Server 2019 Standard,10.20.223.220,hq-b-vm-web-4800,387.0599449985072,Running Current,12365,Running,55,76,WEB workload
vm-4801,Windows Server 2019 Standard,10.20.227.20,hq-b-vm-svc-4801,97.18854053984967,Running Current,12365,Running,70,83,SVC workload
vm-4802,Windows Server 2019 Standard,10.20.100.83,hq-b-vm-app-4802,36.28240536230486,Running Current,12365,Running,45,80,APP workload
vm-4803,Ubuntu 20.04 LTS,10.20.237.22,hq-b-vm-app-4803,336.576625874272,Running Current,12365,Running,66,89,APP workload
vm-4804,RHEL 8.6,10.20.1.24,hq-b-vm-svc-4804,223.04187569021693,Running Current,12365,Running,22,55,SVC workload
vm-4805,RHEL 8.6,10.20.119.249,hq-b-vm-app-4805,67.43228382415782,Running Current,12365,Running,29,42,APP workload
vm-4806,Windows Server 2019 Standard,10.20.221.112,hq-b-vm-mon-4806,337.77650235806715,Running Current,12365,Running,66,87,MON workload
vm-4807,Windows Server 2019 Standard,10.20.68.103,hq-b-vm-db-4807,4.771690433043105,Running Current,12365,Stopped,53,45,DB workload
vm-4808,Windows Server 2019 Standard,10.20.92.43,hq-b-vm-inf-4808,145.34660731395053,Running Current,12365,Running,38,66,INF workload
vm-4809,Windows Server 2019 Standard,10.20.100.11,hq-b-vm-mon-4809,253.75949919198013,Running Current,12365,Running,40,75,MON workload
vm-4810,Ubuntu 20.04 LTS,10.20.77.120,hq-b-vm-db-4810,183.18831665214856,Running Current,12365,Running,60,61,DB workload
vm-4811,Windows Server 2022 Standard,10.20.230.127,hq-b-vm-db-4811,383.87877698699725,Running Current,12365,Running,41,67,DB workload
vm-4812,Windows Server 2019 Standard,10.20.175.21,hq-b-vm-web-4812,286.0791675498477,Running Current,12365,Running,70,45,WEB workload
vm-4813,Windows Server 2019 Standard,10.20.20.240,hq-b-vm-svc-4813,47.12164287999099,Running Current,12365,Running,73,67,SVC workload
vm-4814,Windows Server 2019 Standard,10.20.104.146,hq-b-vm-app-4814,337.79686770628587,Running Current,12365,Running,54,43,APP workload
vm-4815,Windows Server 2019 Standard,10.20.11.49,hq-b-vm-svc-4815,236.36681007316275,Running Current,12365,Running,48,82,SVC workload
vm-4816,Windows Server 2022 Standard,10.20.61.177,hq-b-vm-svc-4816,105.4123685082863,Running Current,12365,Running,48,70,SVC workload
vm-4817,Windows Server 2022 Standard,10.20.209.13,hq-b-vm-mon-4817,365.49753438812763,Running Current,12365,Running,57,47,MON workload
vm-4818,RHEL 8.6,10.20.230.40,hq-b-vm-inf-4818,185.95586239083806,Running Current,12365,Stopped,26,69,INF workload
vm-4819,Windows Server 2022 Standard,10.20.149.181,hq-b-vm-inf-4819,22.664439954576817,Running Current,12365,Running,57,70,INF workload
vm-4820,Ubuntu 20.04 LTS,10.20.34.87,hq-b-vm-db-4820,182.24323274280206,Running Current,12365,Stopped,20,68,DB workload
vm-4821,Windows Server 2019 Standard,10.20.209.84,hq-b-vm-mon-4821,328.5222361051255,Running Current,12365,Running,56,68,MON workload
vm-4822,Windows Server 2019 Standard,10.20.76.108,hq-b-vm-web-4822,67.91623018555772,Running Current,12365,Running,49,52,WEB workload
vm-4823,Windows Server 2022 Standard,10.20.233.132,hq-b-vm-mon-4823,256.54944574615286,Running Current,12365,Running,52,73,MON workload
vm-4824,Windows Server 2019 Standard,10.20.138.32,hq-b-vm-inf-4824,35.325321499661726,Running Current,12365,Running,68,60,INF workload
vm-4825,Windows Server 2019 Standard,10.20.238.26,hq-b-vm-app-4825,81.95694927958151,Running Current,12365,Running,40,59,APP workload
vm-4826,Windows Server 2019 Standard,10.20.120.89,hq-b-vm-svc-4826,44.39289497119955,Running Current,12365,Running,23,65,SVC workload
vm-4827,Ubuntu 20.04 LTS,10.20.234.18,hq-b-vm-mon-4827,177.97256832313414,Running Current,12365,Running,41,64,MON workload
vm-4828,Windows Server 2022 Standard,10.20.129.115,hq-b-vm-app-4828,270.6575472405693,Running Current,12365,Running,25,90,APP workload
vm-4829,Windows Server 2022 Standard,10.20.13.101,hq-b-vm-mon-4829,109.88371011282233,Running Current,12365,Running,62,65,MON workload
vm-4830,Windows Server 2019 Standard,10.20.152.195,hq-b-vm-svc-4830,354.715055038579,Running Current,12365,Running,45,48,SVC workload
vm-4831,Windows Server 2022 Standard,10.20.83.91,hq-b-vm-db-4831,23.562189965895673,Running Current,12365,Running,70,42,DB workload
vm-4832,Windows Server 2022 Standard,10.20.196.170,hq-b-vm-inf-4832,226.14643790123768,Running Current,12365,Running,62,53,INF workload
vm-4833,Windows Server 2022 Standard,10.20.148.121,hq-b-vm-mon-4833,207.1295690955834,Running Current,12365,Running,61,68,MON workload
vm-4834,Windows Server 2019 Standard,10.20.179.216,hq-b-vm-web-4834,137.85544700381783,Running Current,12365,Running,69,61,WEB workload
vm-4835,Ubuntu 20.04 LTS,10.20.83.224,hq-b-vm-app-4835,394.37538324698636,Running Current,12365,Stopped,23,53,APP workload
vm-4836,Windows Server 2022 Standard,10.20.212.33,hq-b-vm-svc-4836,131.373904254898,Running Current,12365,Stopped,31,84,SVC workload
vm-4837,Windows Server 2019 Standard,10.20.99.72,hq-b-vm-mon-4837,103.77522743689408,Running Current,12365,Running,55,50,MON workload
vm-4838,Windows Server 2019 Standard,10.20.22.166,hq-b-vm-svc-4838,183.86400452129465,Running Current,12365,Running,75,56,SVC workload
vm-4839,Windows Server 2019 Standard,10.20.242.148,hq-b-vm-app-4839,219.90475392243206,Running Current,12365,Running,44,82,APP workload
vm-4840,Windows Server 2022 Standard,10.20.211.114,hq-b-vm-mon-4840,370.56064229483144,Running Current,12365,Running,66,45,MON workload
vm-4841,Windows Server 2022 Standard,10.20.233.169,hq-b-vm-mon-4841,11.33031262933315,Running Current,12365,Running,57,71,MON workload
vm-4842,Windows Server 2019 Standard,10.20.207.133,hq-b-vm-inf-4842,96.75455800643296,Running Current,12365,Running,56,87,INF workload
vm-4843,Windows Server 2022 Standard,10.20.153.94,hq-b-vm-inf-4843,383.96129796951914,Running Current,12365,Running,38,50,INF workload
vm-4844,Ubuntu 20.04 LTS,10.20.246.115,hq-b-vm-inf-4844,5.240105107700445,Running Current,12365,Running,48,69,INF workload
vm-4845,Ubuntu 20.04 LTS,10.20.63.2,hq-b-vm-db-4845,135.32476531395642,Running Current,12365,Running,29,45,DB workload
vm-4846,Windows Server 2022 Standard,10.20.100.168,hq-b-vm-web-4846,332.81500812058476,Running Current,12365,Running,38,70,WEB workload
vm-4847,Windows Server 2019 Standard,10.20.136.235,hq-b-vm-mon-4847,53.455393970781124,Running Current,12365,Running,64,77,MON workload
vm-4848,Ubuntu 20.04 LTS,10.20.208.228,hq-b-vm-app-4848,324.6506464528047,Running Current,12365,Stopped,54,87,APP workload
vm-4849,Windows Server 2019 Standard,10.20.226.129,hq-b-vm-inf-4849,240.84847395621324,Running Current,12365,Running,72,73,INF workload
vm-4850,Windows Server 2019 Standard,10.20.98.58,hq-b-vm-svc-4850,332.2628034824237,Running Current,12365,Running,80,66,SVC workload
vm-4851,Windows Server 2019 Standard,10.20.29.197,hq-b-vm-app-4851,11.818657516837701,Running Current,12365,Running,49,55,APP workload
vm-4852,Windows Server 2022 Standard,10.20.230.201,hq-b-vm-web-4852,237.16012808599373,Running Current,12365,Running,29,72,WEB workload
vm-4853,Windows Server 2019 Standard,10.20.153.91,hq-b-vm-db-4853,270.2658629560393,Running Current,12365,Running,72,89,DB workload
vm-4854,RHEL 8.6,10.20.1.117,hq-b-vm-db-4854,230.56942044869848,Running Current,12365,Running,76,48,DB workload
vm-4855,Windows Server 2019 Standard,10.20.140.155,hq-b-vm-app-4855,14.698353412758511,Running Current,12365,Running,76,79,APP workload
vm-4856,Windows Server 2019 Standard,10.20.225.132,hq-b-vm-mon-4856,315.30494666085696,Running Current,12365,Running,39,46,MON workload
vm-4857,Windows Server 2022 Standard,10.20.142.251,hq-b-vm-svc-4857,112.98540004820042,Running Current,12365,Running,29,57,SVC workload
vm-4858,RHEL 8.6,10.20.187.48,hq-b-vm-app-4858,393.77434082415544,Running Current,12365,Running,63,42,APP workload
vm-4859,Windows Server 2019 Standard,10.20.64.14,hq-b-vm-mon-4859,115.13557496869511,Running Current,12365,Running,63,60,MON workload
vm-4860,Windows Server 2022 Standard,10.20.180.166,hq-b-vm-svc-4860,61.897409984051706,Running Current,12365,Running,58,50,SVC workload
vm-4861,Windows Server 2019 Standard,10.20.78.218,hq-b-vm-mon-4861,119.39133908926752,Running Current,12365,Stopped,51,53,MON workload
vm-4862,Windows Server 2022 Standard,10.20.56.160,hq-b-vm-db-4862,133.81121585533552,Running Current,12365,Running,36,81,DB workload
vm-4863,Windows Server 2022 Standard,10.20.136.117,hq-b-vm-db-4863,190.73523723273533,Running Current,12365,Running,46,60,DB workload
vm-4864,Windows Server 2019 Standard,10.20.251.142,hq-b-vm-inf-4864,299.3090997913,Running Current,12365,Running,32,90,INF workload
vm-4865,Windows Server 2019 Standard,10.20.70.42,hq-b-vm-db-4865,21.361847161244977,Running Current,12365,Stopped,79,70,DB workload
vm-4866,Ubuntu 20.04 LTS,10.20.136.207,hq-b-vm-inf-4866,362.9596188449281,Running Current,12365,Running,38,48,INF workload
vm-4867,RHEL 8.6,10.20.9.70,hq-b-vm-web-4867,268.0578213242996,Running Current,12365,Running,49,58,WEB workload
vm-4868,Windows Server 2022 Standard,10.20.35.200,hq-b-vm-svc-4868,1.1913150581043097,Running Current,12365,Running,47,61,SVC workload
vm-4869,Windows Server 2022 Standard,10.20.57.48,hq-b-vm-svc-4869,95.82418726226366,Running Current,12365,Running,55,41,SVC workload
vm-4870,Windows Server 2019 Standard,10.20.239.131,hq-b-vm-db-4870,141.01523184346408,Running Current,12365,Running,35,48,DB workload
vm-4871,Ubuntu 20.04 LTS,10.20.171.191,hq-b-vm-app-4871,274.631594727913,Running Current,12365,Running,44,44,APP workload
vm-4872,Windows Server 2022 Standard,10.20.79.203,hq-b-vm-web-4872,28.393065053446055,Running Current,12365,Running,66,63,WEB workload
vm-4873,RHEL 8.6,10.20.226.142,hq-b-vm-svc-4873,2.079465452314273,Running Current,12365,Running,57,78,SVC workload
vm-4874,Windows Server 2019 Standard,10.20.224.57,hq-b-vm-svc-4874,230.91489220990766,Running Current,12365,Running,73,71,SVC workload
vm-4875,Windows Server 2022 Standard,10.20.66.199,hq-b-vm-inf-4875,17.939386628370013,Running Current,12365,Running,37,68,INF workload
vm-4876,Windows Server 2022 Standard,10.20.39.159,hq-b-vm-app-4876,205.2364610725529,Running Current,12365,Running,68,75,APP workload
vm-4877,Windows Server 2019 Standard,10.20.118.19,hq-b-vm-inf-4877,285.3233176142399,Running Current,12365,Stopped,20,44,INF workload
vm-4878,Windows Server 2019 Standard,10.20.57.91,hq-b-vm-svc-4878,22.159144261441615,Running Current,12365,Running,65,62,SVC workload
vm-4879,Windows Server 2022 Standard,10.20.90.73,hq-b-vm-db-4879,330.1534110418846,Running Current,12365,Running,25,58,DB workload
vm-4880,Windows Server 2019 Standard,10.20.30.242,hq-b-vm-db-4880,280.0762562429054,Running Current,12365,Running,33,76,DB workload
vm-4881,Windows Server 2019 Standard,10.20.128.105,hq-b-vm-svc-4881,213.44445597737752,Running Current,12365,Running,69,66,SVC workload
vm-4882,Windows Server 2019 Standard,10.20.172.231,hq-b-vm-app-4882,275.95237543039474,Running Current,12365,Running,38,71,APP workload
vm-4883,Windows Server 2019 Standard,10.20.20.253,hq-b-vm-inf-4883,149.71426758450437,Running Current,12365,Stopped,45,63,INF workload
vm-4884,Windows Server 2019 Standard,10.20.23.111,hq-b-vm-mon-4884,242.58893457503422,Running Current,12365,Running,54,50,MON workload
vm-4885,Windows Server 2022 Standard,10.20.138.31,hq-b-vm-mon-4885,286.5646518356244,Running Current,12365,Running,53,47,MON workload
vm-4886,Windows Server 2019 Standard,10.20.32.140,hq-b-vm-app-4886,36.02356588337077,Running Current,12365,Running,42,82,APP workload
vm-4887,Windows Server 2019 Standard,10.20.144.65,hq-b-vm-mon-4887,106.30296468733845,Running Current,12365,Stopped,31,55,MON workload
vm-4888,RHEL 8.6,10.20.41.145,hq-b-vm-app-4888,79.75990213688867,Running Current,12365,Running,39,56,APP workload
vm-4889,Windows Server 2022 Standard,10.20.97.21,hq-b-vm-db-4889,94.35600718494051,Running Current,12365,Running,32,45,DB workload
vm-4890,Ubuntu 20.04 LTS,10.20.200.84,hq-b-vm-web-4890,268.16427505472484,Running Current,12365,Running,51,74,WEB workload
vm-4891,RHEL 8.6,10.20.26.186,hq-b-vm-db-4891,321.11368861718216,Running Current,12365,Running,46,85,DB workload
vm-4892,Ubuntu 20.04 LTS,10.20.128.199,hq-b-vm-db-4892,89.65775700009422,Running Current,12365,Running,70,58,DB workload
vm-4893,Windows Server 2019 Standard,10.20.140.187,hq-b-vm-db-4893,184.54845509457695,Running Current,12365,Running,64,57,DB workload
vm-4894,Windows Server 2022 Standard,10.20.65.195,hq-b-vm-mon-4894,38.83825799886206,Running Current,12365,Stopped,52,70,MON workload
vm-4895,RHEL 8.6,10.20.148.212,hq-b-vm-app-4895,366.6746192182242,Running Current,12365,Running,53,73,APP workload
vm-4896,Windows Server 2019 Standard,10.20.33.195,hq-b-vm-mon-4896,372.90550925186886,Running Current,12365,Running,39,44,MON workload
vm-4897,Windows Server 2022 Standard,10.20.120.11,hq-b-vm-app-4897,78.18464695856088,Running Current,12365,Running,35,58,APP workload
vm-4898,Windows Server 2019 Standard,10.20.217.182,hq-b-vm-db-4898,372.00455338051665,Running Current,12365,Running,25,51,DB workload
vm-4899,Ubuntu 20.04 LTS,10.20.252.45,hq-b-vm-app-4899,283.8038001658757,Running Current,12365,Running,27,58,APP workload
vm-4900,Windows Server 2019 Standard,10.20.115.143,hq-b-vm-web-4900,101.056455192424,Running Current,12365,Running,79,43,WEB workload
vm-4901,Windows Server 2022 Standard,10.20.136.220,hq-b-vm-mon-4901,145.93077719689938,Running Current,12365,Running,64,66,MON workload
vm-4902,Windows Server 2022 Standard,10.20.166.195,hq-b-vm-db-4902,80.73344182289092,Running Current,12365,Running,50,89,DB workload
vm-4903,Windows Server 2022 Standard,10.20.185.196,hq-b-vm-mon-4903,215.4622292799033,Running Current,12365,Running,43,75,MON workload
vm-4904,Windows Server 2019 Standard,10.20.243.202,hq-b-vm-mon-4904,342.8615839197235,Running Current,12365,Stopped,21,63,MON workload
vm-4905,Windows Server 2022 Standard,10.20.192.134,hq-b-vm-app-4905,31.101641618708936,Running Current,12365,Running,64,44,APP workload
vm-4906,Windows Server 2019 Standard,10.20.31.112,hq-b-vm-db-4906,39.98486536034611,Running Current,12365,Running,21,81,DB workload
vm-4907,Windows Server 2022 Standard,10.20.62.154,hq-b-vm-db-4907,260.24006314656765,Running Current,12365,Running,80,70,DB workload
vm-4908,Ubuntu 20.04 LTS,10.20.73.7,hq-b-vm-db-4908,229.6422365667744,Running Current,12365,Running,64,88,DB workload
vm-4909,Windows Server 2022 Standard,10.20.210.155,hq-b-vm-svc-4909,126.47391383049651,Running Current,12365,Running,20,47,SVC workload
vm-4910,Windows Server 2019 Standard,10.20.149.27,hq-b-vm-mon-4910,377.2785718141474,Running Current,12365,Running,26,77,MON workload
vm-4911,Windows Server 2019 Standard,10.20.60.176,hq-b-vm-db-4911,399.4722464734889,Running Current,12365,Running,47,79,DB workload
vm-4912,Windows Server 2019 Standard,10.20.129.155,hq-b-vm-db-4912,217.19761070275757,Running Current,12365,Running,64,86,DB workload
vm-4913,RHEL 8.6,10.20.4.153,hq-b-vm-db-4913,354.1579749394535,Running Current,12365,Running,35,54,DB workload
vm-4914,Windows Server 2022 Standard,10.20.173.175,hq-b-vm-inf-4914,369.8797155443873,Running Current,12365,Running,25,74,INF workload
vm-4915,Windows Server 2019 Standard,10.20.152.118,hq-b-vm-inf-4915,234.05816627660766,Running Current,12365,Running,35,40,INF workload
vm-4916,Windows Server 2022 Standard,10.20.193.216,hq-b-vm-mon-4916,335.0508820145381,Running Current,12365,Running,68,69,MON workload
vm-4917,RHEL 8.6,10.20.53.218,hq-b-vm-svc-4917,354.4276898095054,Running Current,12365,Stopped,41,78,SVC workload
vm-4918,Windows Server 2022 Standard,10.20.217.19,hq-b-vm-db-4918,287.0174254447664,Running Current,12365,Running,23,57,DB workload
vm-4919,Windows Server 2022 Standard,10.20.143.107,hq-b-vm-inf-4919,125.63359703646154,Running Current,12365,Running,26,53,INF workload
vm-4920,RHEL 8.6,10.20.239.21,hq-b-vm-db-4920,277.9697486693872,Running Current,12365,Running,60,60,DB workload
vm-4921,Ubuntu 20.04 LTS,10.20.77.193,hq-b-vm-db-4921,298.700549376959,Running Current,12365,Stopped,42,47,DB workload
vm-4922,Windows Server 2019 Standard,10.20.78.134,hq-b-vm-db-4922,393.8876929579223,Running Current,12365,Running,57,84,DB workload
vm-4923,Windows Server 2019 Standard,10.20.152.122,hq-b-vm-web-4923,266.9366007734766,Running Current,12365,Running,49,59,WEB workload
vm-4924,Ubuntu 20.04 LTS,10.20.252.164,hq-b-vm-db-4924,22.70801801000788,Running Current,12365,Running,61,62,DB workload
vm-4925,Windows Server 2019 Standard,10.20.132.73,hq-b-vm-app-4925,326.70188302698296,Running Current,12365,Running,29,68,APP workload
vm-4926,Windows Server 2019 Standard,10.20.159.66,hq-b-vm-db-4926,262.27874965585,Running Current,12365,Running,79,77,DB workload
vm-4927,Windows Server 2019 Standard,10.20.115.219,hq-b-vm-svc-4927,128.35016199338548,Running Current,12365,Running,66,58,SVC workload
vm-4928,Windows Server 2022 Standard,10.20.69.72,hq-b-vm-db-4928,399.12233737619135,Running Current,12365,Running,70,51,DB workload
vm-4929,RHEL 8.6,10.20.69.137,hq-b-vm-db-4929,22.35420384373728,Running Current,12365,Running,65,69,DB workload
vm-4930,RHEL 8.6,10.20.166.17,hq-b-vm-svc-4930,110.98366489361084,Running Current,12365,Running,56,78,SVC workload
vm-4931,Windows Server 2019 Standard,10.20.97.11,hq-b-vm-db-4931,141.64011242733312,Running Current,12365,Running,25,53,DB workload
vm-4932,Windows Server 2019 Standard,10.20.69.84,hq-b-vm-inf-4932,19.208374420585194,Running Current,12365,Running,21,89,INF workload
vm-4933,Windows Server 2022 Standard,10.20.126.44,hq-b-vm-app-4933,358.979447281538,Running Current,12365,Running,40,70,APP workload
vm-4934,Windows Server 2019 Standard,10.20.70.114,hq-b-vm-inf-4934,191.5723158930817,Running Current,12365,Running,72,55,INF workload
vm-4935,RHEL 8.6,10.20.59.39,hq-b-vm-db-4935,260.70198000900024,Running Current,12365,Running,35,74,DB workload
vm-4936,Windows Server 2019 Standard,10.20.48.120,hq-b-vm-svc-4936,175.7566776857701,Running Current,12365,Running,68,66,SVC workload
vm-4937,Ubuntu 20.04 LTS,10.20.107.98,hq-b-vm-app-4937,134.35763133072834,Running Current,12365,Running,33,54,APP workload
vm-4938,Windows Server 2019 Standard,10.20.141.114,hq-b-vm-db-4938,130.68443841020675,Running Current,12365,Running,40,75,DB workload
vm-4939,Windows Server 2019 Standard,10.20.232.176,hq-b-vm-db-4939,94.23421324750815,Running Current,12365,Stopped,62,88,DB workload
vm-4940,RHEL 8.6,10.20.128.222,hq-b-vm-inf-4940,40.203855468074735,Running Current,12365,Stopped,37,45,INF workload
vm-4941,RHEL 8.6,10.20.210.219,hq-b-vm-mon-4941,13.022261977040122,Running Current,12365,Running,76,61,MON workload
vm-4942,Windows Server 2019 Standard,10.20.157.39,hq-b-vm-web-4942,343.6194933805188,Running Current,12365,Stopped,56,53,WEB workload
vm-4943,Windows Server 2019 Standard,10.20.4.66,hq-b-vm-db-4943,140.3981124742001,Running Current,12365,Running,30,55,DB workload
vm-4944,RHEL 8.6,10.20.31.200,hq-b-vm-mon-4944,39.63848461723256,Running Current,12365,Running,69,66,MON workload
vm-4945,RHEL 8.6,10.20.38.135,hq-b-vm-svc-4945,344.5249320370588,Running Current,12365,Stopped,28,45,SVC workload
vm-4946,Windows Server 2022 Standard,10.20.19.145,hq-b-vm-inf-4946,379.2819621181639,Running Current,12365,Running,59,83,INF workload
vm-4947,Windows Server 2019 Standard,10.20.140.194,hq-b-vm-mon-4947,298.08286875879986,Running Current,12365,Stopped,23,83,MON workload
vm-4948,Windows Server 2019 Standard,10.20.169.92,hq-b-vm-svc-4948,118.84722898121629,Running Current,12365,Stopped,20,46,SVC workload
vm-4949,Windows Server 2022 Standard,10.20.248.135,hq-b-vm-inf-4949,69.63267422334738,Running Current,12365,Running,62,77,INF workload
vm-4950,Windows Server 2022 Standard,10.20.45.92,hq-b-vm-inf-4950,305.0629726473352,Running Current,12365,Running,36,88,INF workload
vm-4951,Windows Server 2022 Standard,10.20.48.74,hq-b-vm-web-4951,142.0493562699384,Running Current,12365,Running,69,45,WEB workload
vm-4952,Windows Server 2022 Standard,10.20.59.167,hq-b-vm-mon-4952,145.78820589759562,Running Current,12365,Running,28,77,MON workload
vm-4953,Windows Server 2022 Standard,10.20.124.158,hq-b-vm-web-4953,74.50077725667865,Running Current,12365,Running,33,49,WEB workload
vm-4954,Windows Server 2019 Standard,10.20.100.41,hq-b-vm-inf-4954,257.4868987861889,Running Current,12365,Running,61,51,INF workload
vm-4955,Windows Server 2022 Standard,10.20.201.206,hq-b-vm-svc-4955,269.88419477565867,Running Current,12365,Running,62,85,SVC workload
vm-4956,Windows Server 2022 Standard,10.20.109.212,hq-b-vm-web-4956,310.1356098757567,Running Current,12365,Stopped,26,68,WEB workload
vm-4957,Windows Server 2019 Standard,10.20.138.252,hq-b-vm-web-4957,211.12076151608343,Running Current,12365,Running,67,73,WEB workload
vm-4958,RHEL 8.6,10.20.160.76,hq-b-vm-inf-4958,343.96574065838524,Running Current,12365,Running,41,70,INF workload
vm-4959,Windows Server 2022 Standard,10.20.116.38,hq-b-vm-mon-4959,310.20097641727915,Running Current,12365,Running,63,82,MON workload
vm-4960,Windows Server 2019 Standard,10.20.208.192,hq-b-vm-web-4960,289.94475664015374,Running Current,12365,Stopped,66,67,WEB workload
vm-4961,Windows Server 2022 Standard,10.20.242.154,hq-b-vm-svc-4961,366.7085803373348,Running Current,12365,Running,23,89,SVC workload
vm-4962,Ubuntu 20.04 LTS,10.20.17.6,hq-b-vm-web-4962,299.79632512296007,Running Current,12365,Running,75,57,WEB workload
vm-4963,Windows Server 2019 Standard,10.20.249.132,hq-b-vm-app-4963,107.3669948917513,Running Current,12365,Running,40,42,APP workload
vm-4964,Windows Server 2022 Standard,10.20.71.250,hq-b-vm-db-4964,71.08747020435865,Running Current,12365,Running,23,90,DB workload
vm-4965,RHEL 8.6,10.20.4.220,hq-b-vm-svc-4965,26.550421116714737,Running Current,12365,Running,47,67,SVC workload
vm-4966,Windows Server 2022 Standard,10.20.134.5,hq-b-vm-db-4966,337.1149177856607,Running Current,12365,Running,74,62,DB workload
vm-4967,Windows Server 2019 Standard,10.20.198.176,hq-b-vm-web-4967,273.8306450646035,Running Current,12365,Running,48,65,WEB workload
vm-4968,Windows Server 2022 Standard,10.20.188.4,hq-b-vm-app-4968,280.6727118821404,Running Current,12365,Running,35,88,APP workload
vm-4969,Ubuntu 20.04 LTS,10.20.18.54,hq-b-vm-web-4969,110.44686720068216,Running Current,12365,Running,73,42,WEB workload
vm-4970,Ubuntu 20.04 LTS,10.20.19.77,hq-b-vm-app-4970,101.17111615531473,Running Current,12365,Running,34,88,APP workload
vm-4971,Windows Server 2019 Standard,10.20.32.237,hq-b-vm-svc-4971,74.4381704964939,Running Current,12365,Running,37,66,SVC workload
vm-4972,Windows Server 2022 Standard,10.20.56.243,hq-b-vm-web-4972,379.7461951610019,Running Current,12365,Running,79,49,WEB workload
vm-4973,Windows Server 2019 Standard,10.20.158.99,hq-b-vm-inf-4973,106.64305749959325,Running Current,12365,Running,63,50,INF workload
vm-4974,RHEL 8.6,10.20.215.118,hq-b-vm-svc-4974,125.16390090198603,Running Current,12365,Running,80,78,SVC workload
vm-4975,Windows Server 2019 Standard,10.20.160.187,hq-b-vm-app-4975,302.9629860372878,Running Current,12365,Running,77,89,APP workload
vm-4976,Windows Server 2022 Standard,10.20.110.152,hq-b-vm-db-4976,101.65657534314334,Running Current,12365,Stopped,78,57,DB workload
vm-4977,RHEL 8.6,10.20.48.126,hq-b-vm-db-4977,290.75264234610006,Running Current,12365,Running,70,41,DB workload
vm-4978,Ubuntu 20.04 LTS,10.20.44.141,hq-b-vm-web-4978,230.31000113621366,Running Current,12365,Stopped,42,55,WEB workload
vm-4979,Windows Server 2019 Standard,10.20.108.132,hq-b-vm-app-4979,7.614553905930309,Running Current,12365,Running,60,66,APP workload
vm-4980,Windows Server 2019 Standard,10.20.83.207,hq-b-vm-inf-4980,387.58323162323,Running Current,12365,Running,79,76,INF workload
vm-4981,Windows Server 2022 Standard,10.20.20.133,hq-b-vm-mon-4981,304.00302982367475,Running Current,12365,Running,62,82,MON workload
vm-4982,RHEL 8.6,10.20.123.188,hq-b-vm-web-4982,27.924592590384535,Running Current,12365,Running,26,57,WEB workload
vm-4983,Windows Server 2022 Standard,10.20.92.199,hq-b-vm-web-4983,350.367355034224,Running Current,12365,Running,35,69,WEB workload
vm-4984,Windows Server 2019 Standard,10.20.91.56,hq-b-vm-svc-4984,231.1968950756194,Running Current,12365,Running,41,65,SVC workload
vm-4985,Windows Server 2019 Standard,10.20.175.109,hq-b-vm-mon-4985,140.88129215291724,Running Current,12365,Running,73,65,MON workload
vm-4986,RHEL 8.6,10.20.179.53,hq-b-vm-inf-4986,291.49874575955903,Running Current,12365,Running,32,68,INF workload
vm-4987,Windows Server 2022 Standard,10.20.35.241,hq-b-vm-inf-4987,397.8217485888694,Running Current,12365,Running,51,81,INF workload
vm-4988,Ubuntu 20.04 LTS,10.20.5.235,hq-b-vm-web-4988,143.1679327246673,Running Current,12365,Stopped,49,64,WEB workload
vm-4989,Windows Server 2019 Standard,10.20.38.246,hq-b-vm-app-4989,127.9320089632436,Running Current,12365,Running,62,54,APP workload
vm-4990,RHEL 8.6,10.20.12.5,hq-b-vm-db-4990,291.1631129408261,Running Current,12365,Running,31,70,DB workload
vm-4991,Windows Server 2019 Standard,10.20.221.113,hq-b-vm-web-4991,87.93546874141481,Running Current,12365,Running,26,75,WEB workload
vm-4992,Ubuntu 20.04 LTS,10.20.209.240,hq-b-vm-db-4992,97.98597003452772,Running Current,12365,Running,48,79,DB workload
vm-4993,Windows Server 2019 Standard,10.20.20.4,hq-b-vm-inf-4993,54.57371647823259,Running Current,12365,Running,76,73,INF workload
vm-4994,Ubuntu 20.04 LTS,10.20.238.229,hq-b-vm-db-4994,264.5239331774554,Running Current,12365,Running,79,53,DB workload
vm-4995,Windows Server 2022 Standard,10.20.131.184,hq-b-vm-web-4995,16.13748114434384,Running Current,12365,Running,58,73,WEB workload
vm-4996,Ubuntu 20.04 LTS,10.20.91.140,hq-b-vm-mon-4996,87.84091576462967,Running Current,12365,Running,56,63,MON workload
