name,moref,parent_host,cluster_moref,vcenter_moref,guest_os,vm_version,cpu_count,memory_gb,disk_count,nic_count,ip_addresses,power_state,created_date,notes
HQ-B-VM-03-13-10070,vm-10070,host-1316,domain-c1016,vc-50a10894,RHEL 8.6,v17,4,8,2,2,10.20.14.82,poweredOn,2022-04-11 00:00:00,VM for INF workload
HQ-B-VM-03-13-10071,vm-10071,host-1316,domain-c1016,vc-50a10894,Ubuntu 20.04 LTS,v17,8,8,2,4,10.20.18.64,poweredOn,2022-12-10 00:00:00,VM for DB workload
HQ-B-VM-03-13-10072,vm-10072,host-1316,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v18,8,32,2,4,10.20.178.208,poweredOn,2021-07-10 00:00:00,VM for SVC workload
HQ-B-VM-03-13-10073,vm-10073,host-1316,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v17,4,16,2,4,10.20.87.151,poweredOn,2020-02-09 00:00:00,VM for DB workload
HQ-B-VM-03-13-10074,vm-10074,host-1316,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v16,8,16,4,1,10.20.186.65,poweredOn,2024-01-14 00:00:00,VM for WEB workload
HQ-B-VM-03-13-10075,vm-10075,host-1316,domain-c1016,vc-50a10894,RHEL 8.6,v18,8,16,3,1,10.20.123.72,poweredOn,2024-10-11 00:00:00,VM for DB workload
HQ-B-VM-03-13-10076,vm-10076,host-1316,domain-c1016,vc-50a10894,Ubuntu 20.04 LTS,v17,8,8,3,2,10.20.186.123,poweredOff,2019-04-18 00:00:00,VM for DB workload
HQ-B-VM-03-13-10077,vm-10077,host-1316,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v16,8,64,2,3,10.20.39.78,poweredOff,2023-01-14 00:00:00,VM for WEB workload
HQ-B-VM-03-13-10078,vm-10078,host-1316,domain-c1016,vc-50a10894,RHEL 8.6,v15,4,16,3,3,10.20.141.195,poweredOn,2024-04-11 00:00:00,VM for DB workload
HQ-B-VM-03-13-10079,vm-10079,host-1316,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v18,4,8,4,3,10.20.215.3,poweredOn,2019-04-24 00:00:00,VM for MON workload
HQ-B-VM-03-13-10080,vm-10080,host-1316,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v18,4,8,1,2,10.20.153.202,poweredOn,2023-03-18 00:00:00,VM for APP workload
HQ-B-VM-03-13-10081,vm-10081,host-1316,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v18,4,16,2,1,10.20.84.18,poweredOn,2020-01-05 00:00:00,VM for DB workload
HQ-B-VM-03-13-10082,vm-10082,host-1316,domain-c1016,vc-50a10894,RHEL 8.6,v14,4,8,3,3,10.20.249.249,poweredOn,2024-02-08 00:00:00,VM for APP workload
HQ-B-VM-03-13-10083,vm-10083,host-1316,domain-c1016,vc-50a10894,Ubuntu 20.04 LTS,v17,2,16,1,4,10.20.23.76,poweredOn,2019-07-23 00:00:00,VM for APP workload
HQ-B-VM-03-13-10084,vm-10084,host-1316,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v16,16,32,3,2,10.20.161.179,poweredOn,2023-03-31 00:00:00,VM for APP workload
HQ-B-VM-03-13-10085,vm-10085,host-1316,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v15,4,16,4,3,10.20.101.139,poweredOn,2024-11-08 00:00:00,VM for WEB workload
HQ-B-VM-03-13-10086,vm-10086,host-1316,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v14,8,32,2,3,10.20.169.239,poweredOn,2019-12-18 00:00:00,VM for DB workload
HQ-B-VM-03-13-10087,vm-10087,host-1316,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v18,8,64,1,4,10.20.222.141,poweredOn,2022-08-16 00:00:00,VM for WEB workload
HQ-B-VM-03-14-10088,vm-10088,host-1317,domain-c1016,vc-50a10894,RHEL 8.6,v18,2,4,1,3,10.20.182.56,poweredOn,2023-02-23 00:00:00,VM for WEB workload
HQ-B-VM-03-14-10089,vm-10089,host-1317,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v18,8,32,3,2,10.20.55.214,poweredOff,2024-02-15 00:00:00,VM for SVC workload
HQ-B-VM-03-14-10090,vm-10090,host-1317,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v14,2,8,2,4,10.20.216.182,poweredOn,2022-09-14 00:00:00,VM for APP workload
HQ-B-VM-03-14-10091,vm-10091,host-1317,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v16,4,16,3,4,10.20.95.50,poweredOn,2020-01-04 00:00:00,VM for WEB workload
HQ-B-VM-03-14-10092,vm-10092,host-1317,domain-c1016,vc-50a10894,RHEL 8.6,v17,4,16,1,3,10.20.40.162,poweredOn,2024-04-16 00:00:00,VM for APP workload
HQ-B-VM-03-14-10093,vm-10093,host-1317,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v15,8,16,3,4,10.20.17.11,poweredOn,2024-02-12 00:00:00,VM for APP workload
HQ-B-VM-03-14-10094,vm-10094,host-1317,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v19,2,32,3,1,10.20.73.227,poweredOn,2022-05-26 00:00:00,VM for APP workload
HQ-B-VM-03-14-10095,vm-10095,host-1317,domain-c1016,vc-50a10894,RHEL 8.6,v16,8,4,4,2,10.20.143.191,poweredOn,2023-06-30 00:00:00,VM for DB workload
HQ-B-VM-03-14-10096,vm-10096,host-1317,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v15,8,8,2,1,10.20.58.35,poweredOn,2022-10-10 00:00:00,VM for WEB workload
HQ-B-VM-03-14-10097,vm-10097,host-1317,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v17,8,32,2,3,10.20.105.66,poweredOn,2023-11-15 00:00:00,VM for WEB workload
HQ-B-VM-03-14-10098,vm-10098,host-1317,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v14,2,8,4,1,10.20.39.86,poweredOn,2021-04-27 00:00:00,VM for WEB workload
HQ-B-VM-03-14-10099,vm-10099,host-1317,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v19,8,16,3,1,10.20.166.181,poweredOn,2022-06-21 00:00:00,VM for WEB workload
HQ-B-VM-03-14-10100,vm-10100,host-1317,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v15,4,64,4,3,10.20.86.89,poweredOn,2023-07-28 00:00:00,VM for INF workload
HQ-B-VM-03-14-10101,vm-10101,host-1317,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v17,4,32,4,4,10.20.30.121,poweredOn,2023-09-03 00:00:00,VM for WEB workload
HQ-B-VM-03-14-10102,vm-10102,host-1317,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v17,2,32,1,2,10.20.203.196,poweredOn,2023-03-24 00:00:00,VM for APP workload
HQ-B-VM-03-14-10103,vm-10103,host-1317,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v15,8,64,1,1,10.20.248.6,poweredOn,2019-08-31 00:00:00,VM for WEB workload
HQ-B-VM-03-14-10104,vm-10104,host-1317,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v19,8,16,2,4,10.20.109.176,poweredOff,2023-02-09 00:00:00,VM for APP workload
HQ-B-VM-03-14-10105,vm-10105,host-1317,domain-c1016,vc-50a10894,Ubuntu 20.04 LTS,v18,4,4,1,1,10.20.214.157,poweredOn,2020-05-07 00:00:00,VM for DB workload
HQ-B-VM-03-14-10106,vm-10106,host-1317,domain-c1016,vc-50a10894,RHEL 8.6,v19,8,16,2,3,10.20.197.174,poweredOn,2019-01-24 00:00:00,VM for WEB workload
HQ-B-VM-03-14-10107,vm-10107,host-1317,domain-c1016,vc-50a10894,Ubuntu 20.04 LTS,v18,2,8,4,2,10.20.17.147,poweredOn,2023-06-18 00:00:00,VM for SVC workload
HQ-B-VM-03-14-10108,vm-10108,host-1317,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v15,16,32,4,2,10.20.17.130,poweredOn,2021-01-11 00:00:00,VM for DB workload
HQ-B-VM-03-14-10109,vm-10109,host-1317,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v15,8,16,4,1,10.20.20.231,poweredOff,2019-07-10 00:00:00,VM for APP workload
HQ-B-VM-03-14-10110,vm-10110,host-1317,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v18,8,8,4,1,10.20.52.130,poweredOn,2023-05-28 00:00:00,VM for MON workload
HQ-B-VM-03-14-10111,vm-10111,host-1317,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v17,2,16,2,4,10.20.44.217,poweredOn,2019-04-14 00:00:00,VM for APP workload
HQ-B-VM-03-14-10112,vm-10112,host-1317,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v14,4,64,2,1,10.20.11.113,poweredOn,2023-08-19 00:00:00,VM for MON workload
HQ-B-VM-03-14-10113,vm-10113,host-1317,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v14,8,16,4,2,10.20.129.89,poweredOn,2021-02-05 00:00:00,VM for WEB workload
HQ-B-VM-03-14-10114,vm-10114,host-1317,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v17,4,8,1,3,10.20.232.137,poweredOff,2023-07-09 00:00:00,VM for SVC workload
HQ-B-VM-03-14-10115,vm-10115,host-1317,domain-c1016,vc-50a10894,Ubuntu 20.04 LTS,v19,8,8,3,3,10.20.176.158,poweredOn,2023-02-15 00:00:00,VM for WEB workload
HQ-B-VM-03-14-10116,vm-10116,host-1317,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v19,2,16,4,1,10.20.120.97,poweredOn,2022-04-29 00:00:00,VM for WEB workload
HQ-B-VM-03-14-10117,vm-10117,host-1317,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v14,16,64,1,2,10.20.141.147,poweredOn,2019-08-24 00:00:00,VM for WEB workload
HQ-B-VM-03-14-10118,vm-10118,host-1317,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v16,2,8,1,1,10.20.227.226,poweredOn,2019-10-23 00:00:00,VM for DB workload
HQ-B-VM-03-14-10119,vm-10119,host-1317,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v16,4,16,4,3,10.20.160.173,poweredOn,2020-02-10 00:00:00,VM for WEB workload
HQ-B-VM-03-14-10120,vm-10120,host-1317,domain-c1016,vc-50a10894,RHEL 8.6,v14,2,8,4,1,10.20.229.217,poweredOff,2021-04-28 00:00:00,VM for APP workload
HQ-B-VM-03-14-10121,vm-10121,host-1317,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v17,8,32,3,1,10.20.220.58,poweredOn,2021-01-19 00:00:00,VM for DB workload
HQ-B-VM-03-14-10122,vm-10122,host-1317,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v17,4,32,3,2,10.20.146.185,poweredOn,2020-03-03 00:00:00,VM for APP workload
HQ-B-VM-03-15-10123,vm-10123,host-1318,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v17,8,32,1,1,10.20.161.44,poweredOn,2019-05-15 00:00:00,VM for WEB workload
HQ-B-VM-03-15-10124,vm-10124,host-1318,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v16,8,16,1,2,10.20.128.112,poweredOn,2019-10-14 00:00:00,VM for DB workload
HQ-B-VM-03-15-10125,vm-10125,host-1318,domain-c1016,vc-50a10894,RHEL 8.6,v14,8,8,4,3,10.20.19.87,poweredOn,2019-11-24 00:00:00,VM for WEB workload
HQ-B-VM-03-15-10126,vm-10126,host-1318,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v19,8,32,3,2,10.20.186.101,poweredOn,2024-03-25 00:00:00,VM for APP workload
HQ-B-VM-03-15-10127,vm-10127,host-1318,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v19,16,32,2,1,10.20.190.44,poweredOn,2022-04-18 00:00:00,VM for APP workload
HQ-B-VM-03-15-10128,vm-10128,host-1318,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v18,4,64,4,1,10.20.27.186,poweredOff,2023-10-26 00:00:00,VM for APP workload
HQ-B-VM-03-15-10129,vm-10129,host-1318,domain-c1016,vc-50a10894,Ubuntu 20.04 LTS,v16,4,16,2,3,10.20.163.16,poweredOff,2019-08-07 00:00:00,VM for DB workload
HQ-B-VM-03-15-10130,vm-10130,host-1318,domain-c1016,vc-50a10894,RHEL 8.6,v17,2,8,1,4,10.20.35.34,poweredOn,2019-02-18 00:00:00,VM for WEB workload
HQ-B-VM-03-15-10131,vm-10131,host-1318,domain-c1016,vc-50a10894,RHEL 8.6,v18,8,8,4,1,10.20.63.28,poweredOn,2023-05-17 00:00:00,VM for SVC workload
HQ-B-VM-03-15-10132,vm-10132,host-1318,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v14,4,32,3,4,10.20.152.230,poweredOn,2024-09-28 00:00:00,VM for DB workload
HQ-B-VM-03-15-10133,vm-10133,host-1318,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v14,4,16,1,1,10.20.159.153,poweredOn,2023-03-05 00:00:00,VM for SVC workload
HQ-B-VM-03-15-10134,vm-10134,host-1318,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v19,4,8,4,2,10.20.97.111,poweredOn,2022-12-09 00:00:00,VM for DB workload
HQ-B-VM-03-15-10135,vm-10135,host-1318,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v16,4,32,2,2,10.20.71.28,poweredOn,2024-11-29 00:00:00,VM for SVC workload
HQ-B-VM-03-15-10136,vm-10136,host-1318,domain-c1016,vc-50a10894,Ubuntu 20.04 LTS,v17,4,16,4,3,10.20.205.212,poweredOn,2023-11-09 00:00:00,VM for SVC workload
HQ-B-VM-03-15-10137,vm-10137,host-1318,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v14,8,32,2,2,10.20.111.80,poweredOn,2024-05-13 00:00:00,VM for APP workload
HQ-B-VM-03-15-10138,vm-10138,host-1318,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v17,4,32,4,2,10.20.105.5,poweredOn,2019-02-20 00:00:00,VM for INF workload
HQ-B-VM-03-15-10139,vm-10139,host-1318,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v18,2,32,4,1,10.20.51.38,poweredOn,2019-08-24 00:00:00,VM for WEB workload
HQ-B-VM-03-15-10140,vm-10140,host-1318,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v14,8,8,1,1,10.20.175.25,poweredOn,2024-08-15 00:00:00,VM for WEB workload
HQ-B-VM-03-15-10141,vm-10141,host-1318,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v14,8,16,3,2,10.20.199.108,poweredOn,2021-12-26 00:00:00,VM for MON workload
HQ-B-VM-03-15-10142,vm-10142,host-1318,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v17,8,32,2,1,10.20.157.144,poweredOn,2021-05-31 00:00:00,VM for MON workload
HQ-B-VM-03-15-10143,vm-10143,host-1318,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v14,16,32,3,3,10.20.127.216,poweredOn,2023-12-14 00:00:00,VM for WEB workload
HQ-B-VM-03-15-10144,vm-10144,host-1318,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v15,2,32,4,2,10.20.210.146,poweredOn,2024-02-16 00:00:00,VM for WEB workload
HQ-B-VM-03-15-10145,vm-10145,host-1318,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v16,2,16,4,4,10.20.167.169,poweredOn,2021-07-04 00:00:00,VM for SVC workload
HQ-B-VM-03-15-10146,vm-10146,host-1318,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v16,8,32,1,3,10.20.151.37,poweredOn,2019-10-26 00:00:00,VM for WEB workload
HQ-B-VM-03-15-10147,vm-10147,host-1318,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v14,8,32,4,3,10.20.203.78,poweredOn,2019-05-23 00:00:00,VM for INF workload
HQ-B-VM-03-15-10148,vm-10148,host-1318,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v14,4,64,3,1,10.20.236.252,poweredOn,2023-06-18 00:00:00,VM for DB workload
HQ-B-VM-03-15-10149,vm-10149,host-1318,domain-c1016,vc-50a10894,RHEL 8.6,v19,8,4,1,3,10.20.86.149,poweredOn,2021-12-08 00:00:00,VM for APP workload
HQ-B-VM-03-15-10150,vm-10150,host-1318,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v15,8,16,2,2,10.20.71.140,poweredOn,2019-03-03 00:00:00,VM for DB workload
HQ-B-VM-03-15-10151,vm-10151,host-1318,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v15,4,16,4,4,10.20.252.171,poweredOn,2019-12-23 00:00:00,VM for WEB workload
HQ-B-VM-03-15-10152,vm-10152,host-1318,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v18,8,8,1,2,10.20.55.218,poweredOn,2022-04-11 00:00:00,VM for APP workload
HQ-B-VM-03-15-10153,vm-10153,host-1318,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v15,2,16,3,3,10.20.123.188,poweredOn,2023-05-31 00:00:00,VM for APP workload
HQ-B-VM-03-15-10154,vm-10154,host-1318,domain-c1016,vc-50a10894,Ubuntu 20.04 LTS,v17,4,8,4,2,10.20.168.116,poweredOn,2023-03-22 00:00:00,VM for APP workload
HQ-B-VM-03-15-10155,vm-10155,host-1318,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v15,4,8,1,4,10.20.115.145,poweredOn,2022-03-22 00:00:00,VM for DB workload
HQ-B-VM-03-16-10156,vm-10156,host-1319,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v15,2,16,2,2,10.20.85.173,poweredOn,2024-09-02 00:00:00,VM for INF workload
HQ-B-VM-03-16-10157,vm-10157,host-1319,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v14,4,64,3,4,10.20.175.107,poweredOn,2019-04-10 00:00:00,VM for DB workload
HQ-B-VM-03-16-10158,vm-10158,host-1319,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v18,4,64,3,2,10.20.44.59,poweredOn,2021-02-02 00:00:00,VM for SVC workload
HQ-B-VM-03-16-10159,vm-10159,host-1319,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v18,4,32,2,3,10.20.214.253,poweredOn,2019-04-29 00:00:00,VM for APP workload
HQ-B-VM-03-16-10160,vm-10160,host-1319,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v19,8,16,3,1,10.20.114.39,poweredOn,2019-03-23 00:00:00,VM for APP workload
HQ-B-VM-03-16-10161,vm-10161,host-1319,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v16,2,32,4,1,10.20.55.162,poweredOn,2019-01-16 00:00:00,VM for WEB workload
HQ-B-VM-03-16-10162,vm-10162,host-1319,domain-c1016,vc-50a10894,Ubuntu 20.04 LTS,v15,4,4,2,3,10.20.80.233,poweredOn,2023-04-18 00:00:00,VM for APP workload
HQ-B-VM-03-16-10163,vm-10163,host-1319,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v19,2,16,4,1,10.20.26.5,poweredOff,2023-03-28 00:00:00,VM for DB workload
HQ-B-VM-03-16-10164,vm-10164,host-1319,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v15,4,64,1,1,10.20.67.192,poweredOn,2019-08-06 00:00:00,VM for DB workload
HQ-B-VM-03-16-10165,vm-10165,host-1319,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v14,16,16,1,1,10.20.251.31,poweredOn,2023-03-17 00:00:00,VM for WEB workload
HQ-B-VM-03-16-10166,vm-10166,host-1319,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v14,2,16,2,2,10.20.136.139,poweredOn,2024-07-22 00:00:00,VM for WEB workload
HQ-B-VM-03-16-10167,vm-10167,host-1319,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v18,8,32,4,3,10.20.46.120,poweredOn,2019-06-05 00:00:00,VM for WEB workload
HQ-B-VM-03-16-10168,vm-10168,host-1319,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v14,4,32,4,1,10.20.195.63,poweredOn,2024-04-04 00:00:00,VM for WEB workload
HQ-B-VM-03-16-10169,vm-10169,host-1319,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v17,4,16,4,3,10.20.108.128,poweredOff,2020-02-12 00:00:00,VM for APP workload
HQ-B-VM-03-16-10170,vm-10170,host-1319,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v15,8,16,4,3,10.20.70.185,poweredOn,2023-01-08 00:00:00,VM for MON workload
HQ-B-VM-03-16-10171,vm-10171,host-1319,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v17,2,8,1,4,10.20.132.102,poweredOn,2021-05-02 00:00:00,VM for APP workload
HQ-B-VM-03-16-10172,vm-10172,host-1319,domain-c1016,vc-50a10894,RHEL 8.6,v17,8,16,1,1,10.20.227.126,poweredOn,2023-12-30 00:00:00,VM for WEB workload
HQ-B-VM-03-16-10173,vm-10173,host-1319,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v17,4,32,2,2,10.20.71.230,poweredOn,2020-08-24 00:00:00,VM for INF workload
HQ-B-VM-03-16-10174,vm-10174,host-1319,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v16,4,32,1,2,10.20.52.8,poweredOn,2021-03-18 00:00:00,VM for SVC workload
HQ-B-VM-03-16-10175,vm-10175,host-1319,domain-c1016,vc-50a10894,Ubuntu 20.04 LTS,v17,8,16,4,3,10.20.70.10,poweredOn,2019-11-01 00:00:00,VM for WEB workload
HQ-B-VM-03-16-10176,vm-10176,host-1319,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v17,8,8,1,3,10.20.101.47,poweredOn,2021-06-06 00:00:00,VM for WEB workload
HQ-B-VM-03-16-10177,vm-10177,host-1319,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v14,4,64,3,1,10.20.36.171,poweredOn,2019-12-05 00:00:00,VM for APP workload
HQ-B-VM-03-16-10178,vm-10178,host-1319,domain-c1016,vc-50a10894,RHEL 8.6,v18,4,16,1,1,10.20.32.199,poweredOn,2020-08-20 00:00:00,VM for WEB workload
HQ-B-VM-03-16-10179,vm-10179,host-1319,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v19,2,16,1,2,10.20.34.71,poweredOn,2020-04-25 00:00:00,VM for APP workload
HQ-B-VM-03-16-10180,vm-10180,host-1319,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v17,4,16,2,3,10.20.238.247,poweredOn,2022-08-03 00:00:00,VM for WEB workload
HQ-B-VM-03-16-10181,vm-10181,host-1319,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v16,4,16,3,1,10.20.215.225,poweredOn,2023-10-07 00:00:00,VM for WEB workload
HQ-B-VM-03-16-10182,vm-10182,host-1319,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v14,2,16,2,1,10.20.152.33,poweredOn,2020-10-16 00:00:00,VM for APP workload
HQ-B-VM-03-16-10183,vm-10183,host-1319,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v16,4,32,2,3,10.20.140.48,poweredOn,2024-01-28 00:00:00,VM for APP workload
HQ-B-VM-03-16-10184,vm-10184,host-1319,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v15,8,64,1,2,10.20.150.60,poweredOn,2023-07-18 00:00:00,VM for APP workload
HQ-B-VM-03-16-10185,vm-10185,host-1319,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v15,4,16,2,4,10.20.101.191,poweredOn,2021-04-06 00:00:00,VM for APP workload
HQ-B-VM-03-16-10186,vm-10186,host-1319,domain-c1016,vc-50a10894,RHEL 8.6,v16,4,16,1,4,10.20.61.102,poweredOn,2020-02-08 00:00:00,VM for APP workload
HQ-B-VM-03-16-10187,vm-10187,host-1319,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v17,4,16,1,4,10.20.83.187,poweredOn,2021-04-05 00:00:00,VM for DB workload
HQ-B-VM-03-16-10188,vm-10188,host-1319,domain-c1016,vc-50a10894,RHEL 8.6,v14,8,8,4,2,10.20.55.187,poweredOn,2021-03-21 00:00:00,VM for SVC workload
HQ-B-VM-03-16-10189,vm-10189,host-1319,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v16,8,16,1,3,10.20.99.152,poweredOn,2022-11-20 00:00:00,VM for WEB workload
HQ-B-VM-03-16-10190,vm-10190,host-1319,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v16,16,64,4,2,10.20.94.137,poweredOn,2020-08-08 00:00:00,VM for DB workload
HQ-B-VM-03-16-10191,vm-10191,host-1319,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v16,4,8,2,1,10.20.229.182,poweredOn,2021-08-08 00:00:00,VM for WEB workload
HQ-B-VM-03-16-10192,vm-10192,host-1319,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v15,8,8,4,1,10.20.158.203,poweredOn,2024-04-04 00:00:00,VM for APP workload
HQ-B-VM-03-17-10193,vm-10193,host-1320,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v18,8,8,3,2,10.20.87.44,poweredOn,2020-09-03 00:00:00,VM for APP workload
HQ-B-VM-03-17-10194,vm-10194,host-1320,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v15,4,16,2,2,10.20.72.95,poweredOn,2019-11-23 00:00:00,VM for APP workload
HQ-B-VM-03-17-10195,vm-10195,host-1320,domain-c1016,vc-50a10894,RHEL 8.6,v16,2,16,4,2,10.20.204.151,poweredOn,2019-07-13 00:00:00,VM for WEB workload
HQ-B-VM-03-17-10196,vm-10196,host-1320,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v17,8,16,1,2,10.20.92.171,poweredOn,2023-06-21 00:00:00,VM for WEB workload
HQ-B-VM-03-17-10197,vm-10197,host-1320,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v17,4,8,4,4,10.20.40.26,poweredOn,2020-05-07 00:00:00,VM for MON workload
HQ-B-VM-03-17-10198,vm-10198,host-1320,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v18,4,32,3,3,10.20.60.81,poweredOn,2020-08-15 00:00:00,VM for APP workload
HQ-B-VM-03-17-10199,vm-10199,host-1320,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v15,8,8,4,4,10.20.152.172,poweredOn,2019-11-12 00:00:00,VM for DB workload
HQ-B-VM-03-17-10200,vm-10200,host-1320,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v14,8,8,4,4,10.20.230.108,poweredOn,2021-09-03 00:00:00,VM for SVC workload
HQ-B-VM-03-17-10201,vm-10201,host-1320,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v14,16,32,1,1,10.20.81.28,poweredOff,2022-06-20 00:00:00,VM for WEB workload
HQ-B-VM-03-17-10202,vm-10202,host-1320,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v19,4,32,1,3,10.20.251.34,poweredOn,2020-01-01 00:00:00,VM for MON workload
HQ-B-VM-03-17-10203,vm-10203,host-1320,domain-c1016,vc-50a10894,RHEL 8.6,v15,8,16,3,3,10.20.200.176,poweredOn,2019-12-25 00:00:00,VM for MON workload
HQ-B-VM-03-17-10204,vm-10204,host-1320,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v17,8,16,1,2,10.20.95.247,poweredOn,2022-06-27 00:00:00,VM for WEB workload
HQ-B-VM-03-17-10205,vm-10205,host-1320,domain-c1016,vc-50a10894,Windows Server 2019 Standard,v16,8,8,2,2,10.20.194.135,poweredOn,2024-10-20 00:00:00,VM for WEB workload
HQ-B-VM-03-17-10206,vm-10206,host-1320,domain-c1016,vc-50a10894,Windows Server 2022 Standard,v18,16,64,1,2,10.20.250.244,poweredOn,2024-05-22 00:00:00,VM for DB workload
